track_id,audio_path,genre,split
23155,data/audio/fma_small\023\023155.mp3,,training
23156,data/audio/fma_small\023\023156.mp3,,training
23172,data/audio/fma_small\023\023172.mp3,,training
23329,data/audio/fma_small\023\023329.mp3,,training
23353,data/audio/fma_small\023\023353.mp3,,training
23355,data/audio/fma_small\023\023355.mp3,,training
23371,data/audio/fma_small\023\023371.mp3,,validation
23372,data/audio/fma_small\023\023372.mp3,,validation
23505,data/audio/fma_small\023\023505.mp3,Classical,test
23862,data/audio/fma_small\023\023862.mp3,Instrumental,test
24216,data/audio/fma_small\024\024216.mp3,Rock,validation
24217,data/audio/fma_small\024\024217.mp3,Rock,validation
24218,data/audio/fma_small\024\024218.mp3,Rock,validation
24362,data/audio/fma_small\024\024362.mp3,Experimental,training
24363,data/audio/fma_small\024\024363.mp3,Experimental,training
24364,data/audio/fma_small\024\024364.mp3,Experimental,training
24365,data/audio/fma_small\024\024365.mp3,Experimental,training
24366,data/audio/fma_small\024\024366.mp3,,training
24367,data/audio/fma_small\024\024367.mp3,,training
24368,data/audio/fma_small\024\024368.mp3,,training
24369,data/audio/fma_small\024\024369.mp3,,training
24370,data/audio/fma_small\024\024370.mp3,,training
24371,data/audio/fma_small\024\024371.mp3,,training
24418,data/audio/fma_small\024\024418.mp3,,validation
24420,data/audio/fma_small\024\024420.mp3,,validation
24421,data/audio/fma_small\024\024421.mp3,,validation
24422,data/audio/fma_small\024\024422.mp3,,validation
24423,data/audio/fma_small\024\024423.mp3,,validation
24424,data/audio/fma_small\024\024424.mp3,,validation
24425,data/audio/fma_small\024\024425.mp3,,validation
24426,data/audio/fma_small\024\024426.mp3,,validation
24427,data/audio/fma_small\024\024427.mp3,,validation
24428,data/audio/fma_small\024\024428.mp3,,validation
24429,data/audio/fma_small\024\024429.mp3,Experimental,training
24430,data/audio/fma_small\024\024430.mp3,Experimental,training
24431,data/audio/fma_small\024\024431.mp3,Experimental,training
24432,data/audio/fma_small\024\024432.mp3,Experimental,training
24512,data/audio/fma_small\024\024512.mp3,Electronic,training
24515,data/audio/fma_small\024\024515.mp3,Rock,training
24521,data/audio/fma_small\024\024521.mp3,Rock,training
24524,data/audio/fma_small\024\024524.mp3,Electronic,test
24698,data/audio/fma_small\024\024698.mp3,,training
24699,data/audio/fma_small\024\024699.mp3,,training
24700,data/audio/fma_small\024\024700.mp3,International,training
24701,data/audio/fma_small\024\024701.mp3,International,training
24702,data/audio/fma_small\024\024702.mp3,International,training
24717,data/audio/fma_small\024\024717.mp3,Electronic,training
24720,data/audio/fma_small\024\024720.mp3,Folk,training
24739,data/audio/fma_small\024\024739.mp3,Folk,training
24741,data/audio/fma_small\024\024741.mp3,,training
24742,data/audio/fma_small\024\024742.mp3,,training
24745,data/audio/fma_small\024\024745.mp3,Rock,training
24746,data/audio/fma_small\024\024746.mp3,,training
24747,data/audio/fma_small\024\024747.mp3,,training
24748,data/audio/fma_small\024\024748.mp3,,training
24749,data/audio/fma_small\024\024749.mp3,,training
24842,data/audio/fma_small\024\024842.mp3,,training
24898,data/audio/fma_small\024\024898.mp3,,validation
24899,data/audio/fma_small\024\024899.mp3,,training
24901,data/audio/fma_small\024\024901.mp3,,training
24912,data/audio/fma_small\024\024912.mp3,,validation
24915,data/audio/fma_small\024\024915.mp3,,validation
24917,data/audio/fma_small\024\024917.mp3,,validation
24963,data/audio/fma_small\024\024963.mp3,,training
24975,data/audio/fma_small\024\024975.mp3,,training
24983,data/audio/fma_small\024\024983.mp3,Electronic,training
25028,data/audio/fma_small\025\025028.mp3,Experimental,training
25029,data/audio/fma_small\025\025029.mp3,Experimental,training
25030,data/audio/fma_small\025\025030.mp3,Experimental,training
25031,data/audio/fma_small\025\025031.mp3,Experimental,training
25032,data/audio/fma_small\025\025032.mp3,Experimental,training
25033,data/audio/fma_small\025\025033.mp3,Experimental,training
25055,data/audio/fma_small\025\025055.mp3,International,test
25063,data/audio/fma_small\025\025063.mp3,,training
25066,data/audio/fma_small\025\025066.mp3,,training
25104,data/audio/fma_small\025\025104.mp3,,test
25124,data/audio/fma_small\025\025124.mp3,Experimental,training
25215,data/audio/fma_small\025\025215.mp3,Pop,training
25216,data/audio/fma_small\025\025216.mp3,,training
25227,data/audio/fma_small\025\025227.mp3,,training
25232,data/audio/fma_small\025\025232.mp3,,training
25233,data/audio/fma_small\025\025233.mp3,,training
25234,data/audio/fma_small\025\025234.mp3,,training
25235,data/audio/fma_small\025\025235.mp3,,training
25324,data/audio/fma_small\025\025324.mp3,Electronic,training
25378,data/audio/fma_small\025\025378.mp3,,training
25601,data/audio/fma_small\025\025601.mp3,,training
25603,data/audio/fma_small\025\025603.mp3,,training
25605,data/audio/fma_small\025\025605.mp3,,training
25606,data/audio/fma_small\025\025606.mp3,,training
25608,data/audio/fma_small\025\025608.mp3,,training
25609,data/audio/fma_small\025\025609.mp3,,training
25668,data/audio/fma_small\025\025668.mp3,,training
25669,data/audio/fma_small\025\025669.mp3,,training
25670,data/audio/fma_small\025\025670.mp3,,training
25795,data/audio/fma_small\025\025795.mp3,,training
25796,data/audio/fma_small\025\025796.mp3,,training
25797,data/audio/fma_small\025\025797.mp3,,training
25802,data/audio/fma_small\025\025802.mp3,,training
25804,data/audio/fma_small\025\025804.mp3,,training
26007,data/audio/fma_small\026\026007.mp3,,training
26008,data/audio/fma_small\026\026008.mp3,,training
26010,data/audio/fma_small\026\026010.mp3,,training
26011,data/audio/fma_small\026\026011.mp3,,training
26012,data/audio/fma_small\026\026012.mp3,,training
26013,data/audio/fma_small\026\026013.mp3,,training
26014,data/audio/fma_small\026\026014.mp3,,training
26016,data/audio/fma_small\026\026016.mp3,,training
26017,data/audio/fma_small\026\026017.mp3,,training
26020,data/audio/fma_small\026\026020.mp3,,training
26021,data/audio/fma_small\026\026021.mp3,,training
26022,data/audio/fma_small\026\026022.mp3,,training
26025,data/audio/fma_small\026\026025.mp3,,training
26026,data/audio/fma_small\026\026026.mp3,,training
26034,data/audio/fma_small\026\026034.mp3,,training
26035,data/audio/fma_small\026\026035.mp3,,training
26036,data/audio/fma_small\026\026036.mp3,,training
26169,data/audio/fma_small\026\026169.mp3,,training
26174,data/audio/fma_small\026\026174.mp3,,training
26298,data/audio/fma_small\026\026298.mp3,,training
26301,data/audio/fma_small\026\026301.mp3,Rock,training
26302,data/audio/fma_small\026\026302.mp3,Rock,training
26307,data/audio/fma_small\026\026307.mp3,Electronic,training
26322,data/audio/fma_small\026\026322.mp3,Experimental,training
26464,data/audio/fma_small\026\026464.mp3,,test
26465,data/audio/fma_small\026\026465.mp3,,test
26466,data/audio/fma_small\026\026466.mp3,,test
26583,data/audio/fma_small\026\026583.mp3,,training
26600,data/audio/fma_small\026\026600.mp3,Electronic,training
26605,data/audio/fma_small\026\026605.mp3,,training
26629,data/audio/fma_small\026\026629.mp3,,training
26638,data/audio/fma_small\026\026638.mp3,Electronic,training
26639,data/audio/fma_small\026\026639.mp3,Electronic,training
26640,data/audio/fma_small\026\026640.mp3,Electronic,training
26641,data/audio/fma_small\026\026641.mp3,Electronic,training
26642,data/audio/fma_small\026\026642.mp3,Electronic,training
26643,data/audio/fma_small\026\026643.mp3,,training
26651,data/audio/fma_small\026\026651.mp3,Electronic,training
26652,data/audio/fma_small\026\026652.mp3,Electronic,training
26653,data/audio/fma_small\026\026653.mp3,Electronic,training
26654,data/audio/fma_small\026\026654.mp3,Electronic,training
26655,data/audio/fma_small\026\026655.mp3,,test
26656,data/audio/fma_small\026\026656.mp3,,test
26657,data/audio/fma_small\026\026657.mp3,,test
26658,data/audio/fma_small\026\026658.mp3,,test
26659,data/audio/fma_small\026\026659.mp3,,test
26674,data/audio/fma_small\026\026674.mp3,,training
26681,data/audio/fma_small\026\026681.mp3,,training
26754,data/audio/fma_small\026\026754.mp3,,training
26765,data/audio/fma_small\026\026765.mp3,Rock,training
26859,data/audio/fma_small\026\026859.mp3,,training
26861,data/audio/fma_small\026\026861.mp3,,training
26902,data/audio/fma_small\026\026902.mp3,Electronic,training
26904,data/audio/fma_small\026\026904.mp3,,training
26905,data/audio/fma_small\026\026905.mp3,,training
26906,data/audio/fma_small\026\026906.mp3,Experimental,training
27164,data/audio/fma_small\027\027164.mp3,,validation
27177,data/audio/fma_small\027\027177.mp3,,training
27194,data/audio/fma_small\027\027194.mp3,,training
27195,data/audio/fma_small\027\027195.mp3,,training
27197,data/audio/fma_small\027\027197.mp3,,training
27198,data/audio/fma_small\027\027198.mp3,,training
27258,data/audio/fma_small\027\027258.mp3,Electronic,training
27406,data/audio/fma_small\027\027406.mp3,,training
27454,data/audio/fma_small\027\027454.mp3,Rock,training
27455,data/audio/fma_small\027\027455.mp3,Pop,validation
27456,data/audio/fma_small\027\027456.mp3,Pop,validation
27547,data/audio/fma_small\027\027547.mp3,,training
27548,data/audio/fma_small\027\027548.mp3,Experimental,validation
27549,data/audio/fma_small\027\027549.mp3,Experimental,validation
27550,data/audio/fma_small\027\027550.mp3,Experimental,validation
27551,data/audio/fma_small\027\027551.mp3,Experimental,validation
27552,data/audio/fma_small\027\027552.mp3,Experimental,validation
27609,data/audio/fma_small\027\027609.mp3,,training
27610,data/audio/fma_small\027\027610.mp3,,training
27611,data/audio/fma_small\027\027611.mp3,,training
27612,data/audio/fma_small\027\027612.mp3,Instrumental,training
27613,data/audio/fma_small\027\027613.mp3,,training
27667,data/audio/fma_small\027\027667.mp3,,validation
27673,data/audio/fma_small\027\027673.mp3,,validation
27797,data/audio/fma_small\027\027797.mp3,Rock,validation
27798,data/audio/fma_small\027\027798.mp3,Rock,validation
27799,data/audio/fma_small\027\027799.mp3,Rock,validation
27802,data/audio/fma_small\027\027802.mp3,,training
27803,data/audio/fma_small\027\027803.mp3,,training
27804,data/audio/fma_small\027\027804.mp3,Pop,training
27805,data/audio/fma_small\027\027805.mp3,,training
27855,data/audio/fma_small\027\027855.mp3,,training
27856,data/audio/fma_small\027\027856.mp3,,training
27866,data/audio/fma_small\027\027866.mp3,,training
27945,data/audio/fma_small\027\027945.mp3,,training
27953,data/audio/fma_small\027\027953.mp3,Rock,test
27975,data/audio/fma_small\027\027975.mp3,Rock,validation
27978,data/audio/fma_small\027\027978.mp3,Rock,training
27981,data/audio/fma_small\027\027981.mp3,Rock,training
27987,data/audio/fma_small\027\027987.mp3,Folk,test
28070,data/audio/fma_small\028\028070.mp3,Experimental,training
28072,data/audio/fma_small\028\028072.mp3,,validation
28179,data/audio/fma_small\028\028179.mp3,,training
28241,data/audio/fma_small\028\028241.mp3,Rock,validation
28260,data/audio/fma_small\028\028260.mp3,,test
28266,data/audio/fma_small\028\028266.mp3,,test
28274,data/audio/fma_small\028\028274.mp3,Rock,validation
28375,data/audio/fma_small\028\028375.mp3,Experimental,training
28376,data/audio/fma_small\028\028376.mp3,Experimental,training
28477,data/audio/fma_small\028\028477.mp3,,training
28478,data/audio/fma_small\028\028478.mp3,,training
28479,data/audio/fma_small\028\028479.mp3,,test
28480,data/audio/fma_small\028\028480.mp3,Experimental,training
28481,data/audio/fma_small\028\028481.mp3,Experimental,training
28482,data/audio/fma_small\028\028482.mp3,Experimental,training
28483,data/audio/fma_small\028\028483.mp3,Experimental,test
28484,data/audio/fma_small\028\028484.mp3,Experimental,test
28485,data/audio/fma_small\028\028485.mp3,Electronic,training
28546,data/audio/fma_small\028\028546.mp3,,test
28548,data/audio/fma_small\028\028548.mp3,,test
28553,data/audio/fma_small\028\028553.mp3,,training
28571,data/audio/fma_small\028\028571.mp3,Electronic,test
28608,data/audio/fma_small\028\028608.mp3,,training
28692,data/audio/fma_small\028\028692.mp3,,training
28802,data/audio/fma_small\028\028802.mp3,International,training
29037,data/audio/fma_small\029\029037.mp3,Hip-Hop,training
29039,data/audio/fma_small\029\029039.mp3,Hip-Hop,training
29040,data/audio/fma_small\029\029040.mp3,Hip-Hop,training
29041,data/audio/fma_small\029\029041.mp3,Hip-Hop,training
29042,data/audio/fma_small\029\029042.mp3,Hip-Hop,training
29043,data/audio/fma_small\029\029043.mp3,Experimental,training
29044,data/audio/fma_small\029\029044.mp3,Experimental,training
29045,data/audio/fma_small\029\029045.mp3,Experimental,training
29128,data/audio/fma_small\029\029128.mp3,,training
29180,data/audio/fma_small\029\029180.mp3,Pop,training
29243,data/audio/fma_small\029\029243.mp3,Rock,training
29245,data/audio/fma_small\029\029245.mp3,,test
29255,data/audio/fma_small\029\029255.mp3,Rock,training
29271,data/audio/fma_small\029\029271.mp3,,training
29272,data/audio/fma_small\029\029272.mp3,,training
29350,data/audio/fma_small\029\029350.mp3,Hip-Hop,training
29351,data/audio/fma_small\029\029351.mp3,Hip-Hop,training
29355,data/audio/fma_small\029\029355.mp3,Hip-Hop,training
29465,data/audio/fma_small\029\029465.mp3,,training
29480,data/audio/fma_small\029\029480.mp3,,test
29526,data/audio/fma_small\029\029526.mp3,Electronic,training
29528,data/audio/fma_small\029\029528.mp3,Electronic,training
29530,data/audio/fma_small\029\029530.mp3,Electronic,training
29587,data/audio/fma_small\029\029587.mp3,Experimental,training
29602,data/audio/fma_small\029\029602.mp3,,training
29673,data/audio/fma_small\029\029673.mp3,,test
29718,data/audio/fma_small\029\029718.mp3,International,training
29719,data/audio/fma_small\029\029719.mp3,International,training
29720,data/audio/fma_small\029\029720.mp3,International,training
29721,data/audio/fma_small\029\029721.mp3,International,training
29738,data/audio/fma_small\029\029738.mp3,Experimental,training
29739,data/audio/fma_small\029\029739.mp3,Rock,training
29740,data/audio/fma_small\029\029740.mp3,Rock,training
29741,data/audio/fma_small\029\029741.mp3,,test
29742,data/audio/fma_small\029\029742.mp3,,test
29744,data/audio/fma_small\029\029744.mp3,,test
29745,data/audio/fma_small\029\029745.mp3,,test
29746,data/audio/fma_small\029\029746.mp3,,test
29747,data/audio/fma_small\029\029747.mp3,,test
29750,data/audio/fma_small\029\029750.mp3,,training
29752,data/audio/fma_small\029\029752.mp3,,training
29807,data/audio/fma_small\029\029807.mp3,Rock,validation
29813,data/audio/fma_small\029\029813.mp3,,training
29816,data/audio/fma_small\029\029816.mp3,Rock,validation
29961,data/audio/fma_small\029\029961.mp3,,training
29971,data/audio/fma_small\029\029971.mp3,Rock,validation
30041,data/audio/fma_small\030\030041.mp3,,training
30043,data/audio/fma_small\030\030043.mp3,Pop,training
30050,data/audio/fma_small\030\030050.mp3,Experimental,validation
30056,data/audio/fma_small\030\030056.mp3,,training
30058,data/audio/fma_small\030\030058.mp3,,training
30059,data/audio/fma_small\030\030059.mp3,,training
30090,data/audio/fma_small\030\030090.mp3,Rock,training
30095,data/audio/fma_small\030\030095.mp3,,training
30120,data/audio/fma_small\030\030120.mp3,Electronic,training
30196,data/audio/fma_small\030\030196.mp3,,test
30198,data/audio/fma_small\030\030198.mp3,,test
30230,data/audio/fma_small\030\030230.mp3,Experimental,validation
30316,data/audio/fma_small\030\030316.mp3,Rock,training
30486,data/audio/fma_small\030\030486.mp3,Experimental,training
30487,data/audio/fma_small\030\030487.mp3,Experimental,training
30488,data/audio/fma_small\030\030488.mp3,Experimental,training
30519,data/audio/fma_small\030\030519.mp3,Rock,training
30520,data/audio/fma_small\030\030520.mp3,Classical,training
30521,data/audio/fma_small\030\030521.mp3,Experimental,training
30522,data/audio/fma_small\030\030522.mp3,Experimental,training
30636,data/audio/fma_small\030\030636.mp3,Spoken,validation
30682,data/audio/fma_small\030\030682.mp3,,validation
30690,data/audio/fma_small\030\030690.mp3,Experimental,training
30702,data/audio/fma_small\030\030702.mp3,Classical,training
30740,data/audio/fma_small\030\030740.mp3,Pop,training
30895,data/audio/fma_small\030\030895.mp3,Jazz,test
31040,data/audio/fma_small\031\031040.mp3,,test
31041,data/audio/fma_small\031\031041.mp3,,training
31042,data/audio/fma_small\031\031042.mp3,,training
31043,data/audio/fma_small\031\031043.mp3,Folk,training
31044,data/audio/fma_small\031\031044.mp3,,training
31165,data/audio/fma_small\031\031165.mp3,Rock,training
31356,data/audio/fma_small\031\031356.mp3,,test
31389,data/audio/fma_small\031\031389.mp3,Experimental,training
31390,data/audio/fma_small\031\031390.mp3,Experimental,training
31391,data/audio/fma_small\031\031391.mp3,Experimental,training
31392,data/audio/fma_small\031\031392.mp3,Experimental,training
31568,data/audio/fma_small\031\031568.mp3,Experimental,training
31807,data/audio/fma_small\031\031807.mp3,,test
31887,data/audio/fma_small\031\031887.mp3,Experimental,training
31888,data/audio/fma_small\031\031888.mp3,Experimental,training
31889,data/audio/fma_small\031\031889.mp3,Experimental,test
31999,data/audio/fma_small\031\031999.mp3,Pop,training
32001,data/audio/fma_small\032\032001.mp3,Pop,training
32021,data/audio/fma_small\032\032021.mp3,Rock,training
32075,data/audio/fma_small\032\032075.mp3,Electronic,training
32081,data/audio/fma_small\032\032081.mp3,,test
32218,data/audio/fma_small\032\032218.mp3,Rock,training
32325,data/audio/fma_small\032\032325.mp3,,training
32326,data/audio/fma_small\032\032326.mp3,,training
32327,data/audio/fma_small\032\032327.mp3,,training
32328,data/audio/fma_small\032\032328.mp3,,training
32329,data/audio/fma_small\032\032329.mp3,,training
32330,data/audio/fma_small\032\032330.mp3,,training
32331,data/audio/fma_small\032\032331.mp3,,training
32332,data/audio/fma_small\032\032332.mp3,,training
32333,data/audio/fma_small\032\032333.mp3,,training
32334,data/audio/fma_small\032\032334.mp3,,training
32335,data/audio/fma_small\032\032335.mp3,,training
32336,data/audio/fma_small\032\032336.mp3,,training
32337,data/audio/fma_small\032\032337.mp3,,training
32338,data/audio/fma_small\032\032338.mp3,,training
32339,data/audio/fma_small\032\032339.mp3,,training
32340,data/audio/fma_small\032\032340.mp3,,training
32433,data/audio/fma_small\032\032433.mp3,Rock,training
32435,data/audio/fma_small\032\032435.mp3,Rock,training
32437,data/audio/fma_small\032\032437.mp3,Rock,training
32438,data/audio/fma_small\032\032438.mp3,Rock,training
32439,data/audio/fma_small\032\032439.mp3,Rock,training
32525,data/audio/fma_small\032\032525.mp3,Experimental,training
32686,data/audio/fma_small\032\032686.mp3,,test
32687,data/audio/fma_small\032\032687.mp3,,test
32689,data/audio/fma_small\032\032689.mp3,,test
32693,data/audio/fma_small\032\032693.mp3,Rock,training
32694,data/audio/fma_small\032\032694.mp3,Rock,training
32695,data/audio/fma_small\032\032695.mp3,Rock,training
32755,data/audio/fma_small\032\032755.mp3,,training
32756,data/audio/fma_small\032\032756.mp3,Classical,training
32759,data/audio/fma_small\032\032759.mp3,,training
32760,data/audio/fma_small\032\032760.mp3,,training
32800,data/audio/fma_small\032\032800.mp3,Folk,training
32882,data/audio/fma_small\032\032882.mp3,Experimental,training
33020,data/audio/fma_small\033\033020.mp3,,training
33049,data/audio/fma_small\033\033049.mp3,Folk,training
33050,data/audio/fma_small\033\033050.mp3,Folk,training
33064,data/audio/fma_small\033\033064.mp3,Experimental,training
33067,data/audio/fma_small\033\033067.mp3,Experimental,training
33068,data/audio/fma_small\033\033068.mp3,Experimental,training
33069,data/audio/fma_small\033\033069.mp3,,training
33070,data/audio/fma_small\033\033070.mp3,,training
33071,data/audio/fma_small\033\033071.mp3,,training
33072,data/audio/fma_small\033\033072.mp3,,training
33123,data/audio/fma_small\033\033123.mp3,,training
33124,data/audio/fma_small\033\033124.mp3,,training
33203,data/audio/fma_small\033\033203.mp3,,training
33216,data/audio/fma_small\033\033216.mp3,Rock,training
33221,data/audio/fma_small\033\033221.mp3,Hip-Hop,training
33278,data/audio/fma_small\033\033278.mp3,Folk,validation
33415,data/audio/fma_small\033\033415.mp3,Experimental,training
33422,data/audio/fma_small\033\033422.mp3,Rock,training
33424,data/audio/fma_small\033\033424.mp3,Rock,training
33426,data/audio/fma_small\033\033426.mp3,Rock,training
33446,data/audio/fma_small\033\033446.mp3,Classical,training
33459,data/audio/fma_small\033\033459.mp3,Classical,training
33460,data/audio/fma_small\033\033460.mp3,Classical,training
33461,data/audio/fma_small\033\033461.mp3,Classical,training
33465,data/audio/fma_small\033\033465.mp3,Classical,training
33477,data/audio/fma_small\033\033477.mp3,Classical,training
33486,data/audio/fma_small\033\033486.mp3,Classical,training
33538,data/audio/fma_small\033\033538.mp3,,training
33992,data/audio/fma_small\033\033992.mp3,Rock,validation
34003,data/audio/fma_small\034\034003.mp3,,training
34147,data/audio/fma_small\034\034147.mp3,Instrumental,training
34167,data/audio/fma_small\034\034167.mp3,,training
34257,data/audio/fma_small\034\034257.mp3,,training
34258,data/audio/fma_small\034\034258.mp3,,training
34263,data/audio/fma_small\034\034263.mp3,,training
34484,data/audio/fma_small\034\034484.mp3,,validation
34510,data/audio/fma_small\034\034510.mp3,,validation
34511,data/audio/fma_small\034\034511.mp3,,validation
34994,data/audio/fma_small\034\034994.mp3,,training
34996,data/audio/fma_small\034\034996.mp3,,training
35007,data/audio/fma_small\035\035007.mp3,,training
35008,data/audio/fma_small\035\035008.mp3,,training
35182,data/audio/fma_small\035\035182.mp3,,training
35184,data/audio/fma_small\035\035184.mp3,,training
35198,data/audio/fma_small\035\035198.mp3,,training
35199,data/audio/fma_small\035\035199.mp3,,test
35204,data/audio/fma_small\035\035204.mp3,,training
35296,data/audio/fma_small\035\035296.mp3,,validation
35299,data/audio/fma_small\035\035299.mp3,,validation
35443,data/audio/fma_small\035\035443.mp3,,training
35444,data/audio/fma_small\035\035444.mp3,,training
35462,data/audio/fma_small\035\035462.mp3,,training
35527,data/audio/fma_small\035\035527.mp3,Folk,test
35534,data/audio/fma_small\035\035534.mp3,,training
35535,data/audio/fma_small\035\035535.mp3,,training
35537,data/audio/fma_small\035\035537.mp3,Rock,test
35539,data/audio/fma_small\035\035539.mp3,Rock,test
35541,data/audio/fma_small\035\035541.mp3,Rock,test
35543,data/audio/fma_small\035\035543.mp3,Rock,test
35544,data/audio/fma_small\035\035544.mp3,Rock,test
35545,data/audio/fma_small\035\035545.mp3,Rock,test
35549,data/audio/fma_small\035\035549.mp3,,training
35550,data/audio/fma_small\035\035550.mp3,,training
35569,data/audio/fma_small\035\035569.mp3,,training
35571,data/audio/fma_small\035\035571.mp3,Experimental,training
35608,data/audio/fma_small\035\035608.mp3,International,training
35734,data/audio/fma_small\035\035734.mp3,Rock,training
36096,data/audio/fma_small\036\036096.mp3,Experimental,training
36097,data/audio/fma_small\036\036097.mp3,Experimental,training
36099,data/audio/fma_small\036\036099.mp3,Rock,training
36143,data/audio/fma_small\036\036143.mp3,,training
36144,data/audio/fma_small\036\036144.mp3,,training
36145,data/audio/fma_small\036\036145.mp3,,training
36146,data/audio/fma_small\036\036146.mp3,,training
36147,data/audio/fma_small\036\036147.mp3,,training
36245,data/audio/fma_small\036\036245.mp3,Experimental,validation
36257,data/audio/fma_small\036\036257.mp3,International,training
36258,data/audio/fma_small\036\036258.mp3,International,training
36261,data/audio/fma_small\036\036261.mp3,International,training
36272,data/audio/fma_small\036\036272.mp3,,validation
36273,data/audio/fma_small\036\036273.mp3,,validation
36275,data/audio/fma_small\036\036275.mp3,,validation
36277,data/audio/fma_small\036\036277.mp3,,validation
36302,data/audio/fma_small\036\036302.mp3,Electronic,training
36304,data/audio/fma_small\036\036304.mp3,Electronic,training
36322,data/audio/fma_small\036\036322.mp3,,training
36333,data/audio/fma_small\036\036333.mp3,,test
36371,data/audio/fma_small\036\036371.mp3,Hip-Hop,training
36380,data/audio/fma_small\036\036380.mp3,Electronic,training
36388,data/audio/fma_small\036\036388.mp3,Rock,validation
36428,data/audio/fma_small\036\036428.mp3,,training
36435,data/audio/fma_small\036\036435.mp3,International,training
36481,data/audio/fma_small\036\036481.mp3,,training
36526,data/audio/fma_small\036\036526.mp3,,validation
36560,data/audio/fma_small\036\036560.mp3,,training
36567,data/audio/fma_small\036\036567.mp3,,training
36614,data/audio/fma_small\036\036614.mp3,Hip-Hop,training
36615,data/audio/fma_small\036\036615.mp3,Soul-RnB,training
36616,data/audio/fma_small\036\036616.mp3,Hip-Hop,training
36618,data/audio/fma_small\036\036618.mp3,Hip-Hop,training
36643,data/audio/fma_small\036\036643.mp3,,training
36659,data/audio/fma_small\036\036659.mp3,Electronic,training
36799,data/audio/fma_small\036\036799.mp3,,training
36959,data/audio/fma_small\036\036959.mp3,Electronic,training
36961,data/audio/fma_small\036\036961.mp3,Rock,training
36965,data/audio/fma_small\036\036965.mp3,Rock,training
36966,data/audio/fma_small\036\036966.mp3,Rock,training
36983,data/audio/fma_small\036\036983.mp3,Electronic,training
36984,data/audio/fma_small\036\036984.mp3,Electronic,training
36985,data/audio/fma_small\036\036985.mp3,Electronic,training
36986,data/audio/fma_small\036\036986.mp3,Electronic,training
36987,data/audio/fma_small\036\036987.mp3,Electronic,training
36988,data/audio/fma_small\036\036988.mp3,Electronic,validation
36990,data/audio/fma_small\036\036990.mp3,Electronic,training
36992,data/audio/fma_small\036\036992.mp3,Electronic,training
36994,data/audio/fma_small\036\036994.mp3,Electronic,training
36997,data/audio/fma_small\036\036997.mp3,Electronic,training
36998,data/audio/fma_small\036\036998.mp3,Electronic,training
36999,data/audio/fma_small\036\036999.mp3,Electronic,validation
37041,data/audio/fma_small\037\037041.mp3,,training
37111,data/audio/fma_small\037\037111.mp3,,training
37113,data/audio/fma_small\037\037113.mp3,,training
37119,data/audio/fma_small\037\037119.mp3,Experimental,training
37121,data/audio/fma_small\037\037121.mp3,Experimental,training
37131,data/audio/fma_small\037\037131.mp3,Experimental,training
37136,data/audio/fma_small\037\037136.mp3,Electronic,training
37141,data/audio/fma_small\037\037141.mp3,Experimental,training
37147,data/audio/fma_small\037\037147.mp3,Rock,training
37324,data/audio/fma_small\037\037324.mp3,Experimental,training
37325,data/audio/fma_small\037\037325.mp3,Experimental,training
37368,data/audio/fma_small\037\037368.mp3,,training
37369,data/audio/fma_small\037\037369.mp3,,training
37416,data/audio/fma_small\037\037416.mp3,,training
37417,data/audio/fma_small\037\037417.mp3,Experimental,training
37423,data/audio/fma_small\037\037423.mp3,,training
37538,data/audio/fma_small\037\037538.mp3,Rock,training
37592,data/audio/fma_small\037\037592.mp3,Experimental,training
37725,data/audio/fma_small\037\037725.mp3,Experimental,training
37727,data/audio/fma_small\037\037727.mp3,,training
37730,data/audio/fma_small\037\037730.mp3,,training
37731,data/audio/fma_small\037\037731.mp3,,training
37779,data/audio/fma_small\037\037779.mp3,,training
37781,data/audio/fma_small\037\037781.mp3,,training
37784,data/audio/fma_small\037\037784.mp3,,training
37859,data/audio/fma_small\037\037859.mp3,Rock,training
37911,data/audio/fma_small\037\037911.mp3,,training
37920,data/audio/fma_small\037\037920.mp3,,training
38312,data/audio/fma_small\038\038312.mp3,,training
38321,data/audio/fma_small\038\038321.mp3,,test
38323,data/audio/fma_small\038\038323.mp3,,test
38326,data/audio/fma_small\038\038326.mp3,,test
38351,data/audio/fma_small\038\038351.mp3,Experimental,test
38352,data/audio/fma_small\038\038352.mp3,Experimental,test
38353,data/audio/fma_small\038\038353.mp3,,training
38354,data/audio/fma_small\038\038354.mp3,,training
38361,data/audio/fma_small\038\038361.mp3,,training
38362,data/audio/fma_small\038\038362.mp3,,test
38363,data/audio/fma_small\038\038363.mp3,,test
38365,data/audio/fma_small\038\038365.mp3,,training
38399,data/audio/fma_small\038\038399.mp3,,training
38435,data/audio/fma_small\038\038435.mp3,,training
38450,data/audio/fma_small\038\038450.mp3,,training
38522,data/audio/fma_small\038\038522.mp3,,training
38557,data/audio/fma_small\038\038557.mp3,,training
38560,data/audio/fma_small\038\038560.mp3,,training
38775,data/audio/fma_small\038\038775.mp3,,training
38776,data/audio/fma_small\038\038776.mp3,,training
38777,data/audio/fma_small\038\038777.mp3,,training
38778,data/audio/fma_small\038\038778.mp3,,training
38779,data/audio/fma_small\038\038779.mp3,,training
38780,data/audio/fma_small\038\038780.mp3,,training
38781,data/audio/fma_small\038\038781.mp3,,training
38782,data/audio/fma_small\038\038782.mp3,,training
